"Category","Question","annotation_id","annotator","created_at","id","lead_time","updated_at"
"Computer Networks"," To check the condition of the connected cable and diagnose the distance from the point of network failure, use the switch function marked with a number","149","1","2023-11-20T17:18:28.572320Z","143","2.521","2023-11-20T17:18:28.572320Z"
"Computer Networks"," When configuring the router, to enter the connection parameters provided by your Internet provider, select the area marked with a number","150","1","2023-11-20T17:19:04.615132Z","144","35.58","2023-11-20T17:19:04.615132Z"
"Computer"," Use for cleaning optical systems in computer equipment","151","1","2023-11-20T17:19:23.850684Z","145","18.79","2023-11-20T17:19:23.850684Z"
"Computer"," An antistatic mat and band are used when assembling the component in the target","152","1","2023-11-20T17:19:27.273362Z","146","3.016","2023-11-20T17:19:27.273362Z"
"Operating Systems or Administration"," In Windows Server, sharing a folder as a network resource, visible on the workstation as a drive marked with a letter, is possible by performing the operation","153","1","2023-11-20T17:19:48.373146Z","147","20.651","2023-11-20T17:19:48.373146Z"
"Operating Systems or Administration","/dev/sda: Timing cached reads: 18100 MB in 2.00 seconds = 9056.95 MB/sec The presented Linux command result is for diagnostic purposes","154","1","2023-11-20T17:19:54.115161Z","148","5.256","2023-11-20T17:19:54.115161Z"
"Operating Systems or Administration"," You can use the command to identify the size of free and used physical memory in Linux","155","1","2023-11-20T17:19:56.998697Z","149","2.447","2023-11-20T17:19:56.998697Z"
"Others"," Indicate the gross cost of the services performed by the service technician, if the invoice also includes the travel cost of PLN 55.00 net.","156","1","2023-11-20T17:20:01.193524Z","150","3.758","2023-11-20T17:20:01.193524Z"
"Operating Systems or Administration","Linux Ubuntu was installed on a disk next to Windows. To configure the order in which the operating systems start, you must modify the content","157","1","2023-11-20T17:20:03.228216Z","151","1.609","2023-11-20T17:20:03.228216Z"
"Operating Systems or Administration"," Using the ipconfig /renew command when configuring network interfaces will result","158","1","2023-11-20T17:20:07.915738Z","152","4.259","2023-11-20T17:20:07.915738Z"
"Operating Systems or Administration"," The command is used to schedule tasks in Linux","159","1","2023-11-20T17:20:11.248968Z","153","2.924","2023-11-20T17:20:11.248968Z"
"Operating Systems or Administration"," Executing the dxdiag command on Windows will enable","160","1","2023-11-20T17:20:13.281993Z","154","1.577","2023-11-20T17:20:13.281993Z"
"Operating Systems or Administration"," AppLocker is a tool in Windows Server systems used for","161","1","2023-11-20T17:20:15.430047Z","155","1.701","2023-11-20T17:20:15.430047Z"
"Operating Systems or Administration"," The Windows server system shows an IPv4 address range. The indicated icon next to its name means that","162","1","2023-11-20T17:20:20.515972Z","156","4.691","2023-11-20T17:20:20.515972Z"
"Operating Systems or Administration"," Point to the Linux command to display the user ID number.","163","1","2023-11-20T17:20:24.432599Z","157","3.417","2023-11-20T17:20:24.432599Z"
"Operating Systems or Administration"," Which Linux command can be used to change the default exam user shell to sh","164","1","2023-11-20T17:20:26.796963Z","158","1.9","2023-11-20T17:20:26.796963Z"
"Operating Systems or Administration"," The directory services tool in Windows Server systems used to redirect computers to an organizational unit specified by the administrator is the command","165","1","2023-11-20T17:20:28.826692Z","159","1.551","2023-11-20T17:20:28.826692Z"
"Operating Systems or Administration","After installing the VNC program used to view the desktop of the selected computer, in addition to the port number, you must also provide the port number","166","1","2023-11-20T17:20:33.316295Z","160","4.023","2023-11-20T17:20:33.316295Z"
"Informatics Basics"," The number 20510 written in hexadecimal has a value","167","1","2023-11-20T17:20:38.901919Z","161","5.16","2023-11-20T17:20:38.901919Z"
"Informatics Basics"," The digital circuit implementing the conjunction operation uses a logic gate","168","1","2023-11-20T17:20:42.932247Z","162","3.562","2023-11-20T17:20:42.932247Z"
"Others"," What function does the presented system perform?","169","1","2023-11-20T17:20:47.866167Z","163","4.485","2023-11-20T17:20:47.866167Z"
"Informatics Basics"," Farad is a unit","170","1","2023-11-20T17:20:52.415155Z","164","4.111","2023-11-20T17:20:52.415155Z"
"Computer Networks"," If the speed of downloading data from the Internet by the device is 8. Mb/s, in 6. s you can download a file with a maximum size equal to","171","1","2023-11-20T17:21:05.349095Z","165","12.491","2023-11-20T17:21:05.349933Z"
"Operating Systems or Administration"," Microsoft's published hardware compatibility list for the Windows operating system is","172","1","2023-11-20T17:21:11.080117Z","166","5.258","2023-11-20T17:21:11.080117Z"
"Operating Systems or Administration"," Which command should you use to install Python packages on Ubuntu from the official repository?","173","1","2023-11-20T17:21:17.065812Z","167","5.511","2023-11-20T17:21:17.065812Z"
"Operating Systems or Administration"," File access permissions in Windows 10 can be modified using a command","174","1","2023-11-20T17:21:24.850760Z","168","7.353","2023-11-20T17:21:24.850760Z"
"Legal","Indicate the trademark that may be used by a manufacturer that financially supports the operation of the waste recovery and recycling system.","175","1","2023-11-20T17:21:32.871915Z","169","7.545","2023-11-20T17:21:32.871915Z"
"Computer Networks"," Which abbreviation stands for a large computer network covering the city?","176","1","2023-11-20T17:21:36.138913Z","170","2.799","2023-11-20T17:21:36.138913Z"
"Computer Networks"," In the structured cabling diagram, one of the elements includes the word MDF. Which distribution point is this item associated with?","177","1","2023-11-20T17:21:42.105514Z","171","5.53","2023-11-20T17:21:42.105514Z"
"Computer Networks"," The computer network design assumes the use of hardware addresses of the network card. Which layer of the ISO/OSI model uses these addresses for communication?","178","1","2023-11-20T17:21:58.225282Z","172","15.652","2023-11-20T17:21:58.225282Z"
"Computer Networks"," The DNS protocol is responsible for","179","1","2023-11-20T17:22:00.348996Z","173","1.441","2023-11-20T17:22:00.348996Z"
"Computer Networks"," A device used in computer networks, equipped with special software that blocks unauthorized access to the network","180","1","2023-11-20T17:22:03.565342Z","174","2.73","2023-11-20T17:22:03.565342Z"
"Computer Networks"," Which technology enables data transfer at a speed of 1 Gb/s using optical fiber?","181","1","2023-11-20T17:22:05.748112Z","175","1.704","2023-11-20T17:22:05.748112Z"
"Others"," The figure shows","182","1","2023-11-20T17:22:08.316834Z","176","2.168","2023-11-20T17:22:08.316834Z"
"Computer Networks","In the IPv4 protocol, a broadcast address, written in binary form, without division into subnets, contains in the part intended for the host","183","1","2023-11-20T17:22:13.165875Z","177","4.455","2023-11-20T17:22:13.165875Z"
"Computer Networks"," The IPv4 address range 224.0.0.0 ÷ 239.255.255.255 is intended for transmission","184","1","2023-11-20T17:22:15.223423Z","178","1.641","2023-11-20T17:22:15.223423Z"
"Computer Networks"," The administrator of the computer network with the address 192.168.1.0/24 has separated 8 equal subnets. How many host addresses will be available in each of these subnets?","185","1","2023-11-20T17:22:17.611604Z","179","2.035","2023-11-20T17:22:17.611604Z"
"Computer Networks"," A classless method for dividing the IPv4 address space is","186","1","2023-11-20T17:22:19.248087Z","180","1.2","2023-11-20T17:22:19.248087Z"
"Computer Networks"," Which internal routing protocol relies on the distance vector?","187","1","2023-11-20T17:22:21.234040Z","181","1.508","2023-11-20T17:22:21.234040Z"
"Computer Networks"," The PDU data unit in the network layer of the ISO/OSI model is","188","1","2023-11-20T17:22:22.982204Z","182","1.289","2023-11-20T17:22:22.982204Z"
"Operating Systems or Administration"," If a Windows user does not have access to a printer, they can use the print to file option. The resulting file has the extension","189","1","2023-11-20T17:22:25.831935Z","183","2.399","2023-11-20T17:22:25.831935Z"
"Computer Networks"," Data packets sent over the network change the value of the TTL (Time To Live) field each time the packet passes through the router. Which value of this field causes the router to delete the packet?","190","1","2023-11-20T17:22:27.744230Z","184","1.456","2023-11-20T17:22:27.744230Z"
"Computer","Malware used to record keystrokes pressed by the user of the operating system is","191","1","2023-11-20T17:22:38.069459Z","185","9.851","2023-11-20T17:22:38.069459Z"
"Operating Systems or Administration"," In the Linux networking operating system, the command is used to create VLANs","192","1","2023-11-20T17:23:32.949678Z","186","54.363","2023-11-20T17:23:32.949678Z"
"Computer Networks"," They constitute the boundary of the broadcast domain","193","1","2023-11-20T17:23:36.290449Z","187","2.896","2023-11-20T17:23:36.290449Z"
"Operating Systems or Administration"," Remote user authentication on wireless networks can be done using a service","194","1","2023-11-20T17:23:44.192206Z","188","7.452","2023-11-20T17:23:44.192206Z"
"Operating Systems or Administration"," If there is insufficient RAM needed to perform an operation, such as running an application, Windows allows you to move unused data from RAM to a file","195","1","2023-11-20T17:23:57.191445Z","189","12.531","2023-11-20T17:23:57.191445Z"
"Computer Networks"," In the DNS server, to map a hostname to an IPv4 address, you must create a record","196","1","2023-11-20T17:24:01.204958Z","190","3.527","2023-11-20T17:24:01.204958Z"
"Operating Systems or Administration"," To specify how long GRUB waits for system selection before booting to the default operating system, configure an option","197","1","2023-11-20T17:24:06.582336Z","191","4.989","2023-11-20T17:24:06.582336Z"
"Operating Systems or Administration"," In Windows, assigning file extensions to applications is done by command","198","1","2023-11-20T17:24:08.637392Z","192","1.635","2023-11-20T17:24:08.637392Z"
"Computer Networks","From which pool will the APIPA service assign an IP address for a Windows workstation if the DHCP server on the computer network is not working properly?","199","1","2023-11-20T17:24:11.327131Z","193","2.305","2023-11-20T17:24:11.327131Z"
"Operating Systems or Administration"," The Linux df command allows you to","200","1","2023-11-20T17:24:13.196218Z","194","1.44","2023-11-20T17:24:13.196218Z"
"Operating Systems or Administration"," On Windows, issuing the command ATTRIB -S +H TEST.TXT will result","201","1","2023-11-20T17:24:15.288941Z","195","1.669","2023-11-20T17:24:15.288941Z"
"Operating Systems or Administration"," Which Windows command did you type in place of the dots to obtain the information in the image shown?","202","1","2023-11-20T17:24:16.882715Z","196","1.165","2023-11-20T17:24:16.882715Z"
"Operating Systems or Administration"," A Linux user who wants to search for files with a specific name using a system command can use the command","203","1","2023-11-20T17:24:18.432252Z","197","1.109","2023-11-20T17:24:18.432252Z"
"Operating Systems or Administration"," In a computer network running under Linux, a server can be used to share printers","204","1","2023-11-20T17:24:26.698956Z","198","7.84","2023-11-20T17:24:26.698956Z"
"Operating Systems or Administration"," The screenshot shown in Windows is the result of the command","205","1","2023-11-20T17:24:33.286762Z","199","6.194","2023-11-20T17:24:33.286762Z"
"Operating Systems or Administration"," Which service allows you to log in to remote computers, execute system commands on them, and manage the network?","206","1","2023-11-20T17:24:40.385540Z","200","6.623","2023-11-20T17:24:40.385540Z"
"Informatics Basics"," Convert the decimal number 129(10) to binary.","207","1","2023-11-20T17:24:45.413167Z","201","4.602","2023-11-20T17:24:45.413167Z"
"Informatics Basics","The graphic symbol shown in the figure denotes a logic gate","208","1","2023-11-20T17:24:48.866138Z","202","3.018","2023-11-20T17:24:48.866138Z"
"Computer"," The control signal sent by the processor, enabling recording to input-output devices, is marked with a number in the diagram","209","1","2023-11-20T17:24:53.483413Z","203","4.207","2023-11-20T17:24:53.483413Z"
"Computer"," Which type of port can be used to connect an external drive to a laptop?","210","1","2023-11-20T17:24:57.000054Z","204","3.103","2023-11-20T17:24:57.000054Z"
"Computer"," Which of the following interfaces should you choose to connect an SSD to the motherboard of a desktop computer to achieve the highest data writing and reading speeds?","211","1","2023-11-20T17:25:00.094181Z","205","2.655","2023-11-20T17:25:00.094181Z"
"Others"," What action should the user take to remove the error marked with a box in the figure?","212","1","2023-11-20T17:25:08.573056Z","206","8.118","2023-11-20T17:25:08.573056Z"
"Legal"," Shareware is a type of license consisting in","213","1","2023-11-20T17:25:11.692083Z","207","2.702","2023-11-20T17:25:11.692083Z"
"Computer Networks"," The ACK flag sent within the TCP protocol is used for","214","1","2023-11-20T17:25:13.799528Z","208","1.628","2023-11-20T17:25:13.799528Z"
"Computer Networks"," Using static testing, cabling can be diagnosed","215","1","2023-11-20T17:25:18.666053Z","209","4.392","2023-11-20T17:25:18.666053Z"
"Operating Systems or Administration"," Which symbol should be used on computer equipment that meets the legal requirements for sale in the European Union?","216","1","2023-11-20T17:25:33.039790Z","210","13.932","2023-11-20T17:25:33.039790Z"
"Computer Networks"," How many collision and broadcast domains are visible in the diagram?","217","1","2023-11-20T17:25:48.786172Z","211","15.277","2023-11-20T17:25:48.786172Z"
"Computer Networks","In accordance with the EIA/TIA T568B standard, the wires of the twisted pair receiving pair are covered with colored insulating material.","218","1","2023-11-20T17:26:13.464477Z","212","7.995","2023-11-20T17:26:13.465473Z"
"Computer Networks"," ARP (Address Resolution Protocol) is a protocol that enables translation","219","1","2023-11-20T17:26:17.560510Z","213","3.722","2023-11-20T17:26:17.560510Z"
"Computer Networks"," Which network device should replace the hub to split the LAN into four separate collision domains?","220","1","2023-11-20T17:26:23.648168Z","214","5.699","2023-11-20T17:26:23.648168Z"
"Others"," The device shown in the figure is used for the purpose of","221","1","2023-11-20T17:26:26.340937Z","215","2.287","2023-11-20T17:26:26.340937Z"
"Others"," What type of cables should the tool shown in the photo be used for?","222","1","2023-11-20T17:26:29.404715Z","216","2.702","2023-11-20T17:26:29.404715Z"
"Others"," The plug shown in the drawing should be used to terminate category cables","223","1","2023-11-20T17:26:35.457095Z","217","5.662","2023-11-20T17:26:35.457095Z"
"Computer Networks"," What is the acronym for a twisted pair cable?","224","1","2023-11-20T17:26:39.932844Z","218","4.116","2023-11-20T17:26:39.932844Z"
"Computer Networks"," To check the connection map of the U/UTP Cat cable. 5. in structured cabling you should use","225","1","2023-11-20T17:26:41.923989Z","219","1.61","2023-11-20T17:26:41.923989Z"
"Computer Networks"," Specify the broadcast address for the subnet 86.10.20.64/26.","226","1","2023-11-20T17:26:44.036397Z","220","1.751","2023-11-20T17:26:44.036397Z"
"Computer Networks"," Specify the prefix that identifies global type addresses in IPv6.","227","1","2023-11-20T17:26:45.654527Z","221","1.236","2023-11-20T17:26:45.654527Z"
"Computer Networks"," Network with IP address 192.168.2.0/24. divided into 8 subnets. Specify mask for new subnets?","228","1","2023-11-20T17:26:47.060489Z","222","1.029","2023-11-20T17:26:47.060489Z"
"Computer Networks","Indicate the best summary route for the IPv4 subnet: 10.10.168.0/23. 10.10.170.0/23. 10.10.172.0/23. 10.10.174.0/24.","229","1","2023-11-20T17:27:12.915791Z","223","9.717","2023-11-20T17:27:12.915791Z"
"Operating Systems or Administration"," Which ping parameter should you use to achieve the effect shown in the screenshot?","230","1","2023-11-20T17:27:41.556173Z","224","9.669","2023-11-20T17:27:41.556173Z"
"Computer Networks"," Which protocol should be configured on the network switch to prevent broadcast storm?","231","1","2023-11-20T17:27:44.072296Z","225","2.142","2023-11-20T17:27:44.072296Z"
"Computer Networks"," Which dynamic routing protocol was designed as an external gateway protocol for connecting different ISPs together?","232","1","2023-11-20T17:27:46.116080Z","226","1.686","2023-11-20T17:27:46.116080Z"
"Computer Networks"," Which route is marked with the letter R in the routing table?","233","1","2023-11-20T17:27:47.799316Z","227","1.286","2023-11-20T17:27:47.799316Z"
"Peripherals"," Which computer peripheral device is used for cutting, printing and milling?","234","1","2023-11-20T17:27:50.582656Z","228","2.397","2023-11-20T17:27:50.582656Z"
"Computer Networks"," Why should the RMON (Remote Network Monitoring) function be activated in the switch?","235","1","2023-11-20T17:27:53.800813Z","229","2.805","2023-11-20T17:27:53.800886Z"
"Computer Networks"," What is the acronym of a program for preparing graphical graphs of traffic occurring on the interfaces of network devices?","236","1","2023-11-20T17:28:00.965564Z","230","6.78","2023-11-20T17:28:00.965622Z"
"Computer Networks"," The Layer 2 switch is assigned an IP address for the purpose","237","1","2023-11-20T17:28:02.748838Z","231","1.397","2023-11-20T17:28:02.748838Z"
"Computer Networks"," VLAN can be configured on","238","1","2023-11-20T17:28:04.583094Z","232","1.43","2023-11-20T17:28:04.583094Z"
"Computer Networks"," Which service should be run on the router so that each workstation can exchange packets with the Internet when there are 5 public addresses and as many as 18 workstations available?","239","1","2023-11-20T17:28:10.349243Z","233","5.341","2023-11-20T17:28:10.349243Z"
"Computer Networks"," Which protocol does not function at the application layer of the ISO/OSI model?","240","1","2023-11-20T17:28:13.113786Z","234","2.389","2023-11-20T17:28:13.114786Z"
"Operating Systems or Administration"," Which type of backup should be used to archive all data, regardless of when it was last archived?","241","1","2023-11-20T17:28:17.122393Z","235","3.602","2023-11-20T17:28:17.122393Z"
"Computer"," Which software can be used to look for errors in RAM systems?","242","1","2023-11-20T17:28:28.826421Z","236","11.304","2023-11-20T17:28:28.826421Z"
"Computer Networks"," Which of the IPv4 addresses. can be used to configure the interface of a DNS server registered in regional domains?","243","1","2023-11-20T17:28:33.399005Z","237","4.187","2023-11-20T17:28:33.399005Z"
"Operating Systems or Administration"," The output of which Windows command is shown in the figure?","244","1","2023-11-20T17:28:37.173857Z","238","3.351","2023-11-20T17:28:37.173857Z"
"Operating Systems or Administration"," Which NTFS file system permissions allow a user to delete a folder?","245","1","2023-11-20T17:28:39.125390Z","239","1.593","2023-11-20T17:28:39.125390Z"
"Computer Networks"," Which DNS (Domain Name System) database record allows you to define an A record alias?","246","1","2023-11-20T17:28:40.703607Z","240","1.206","2023-11-20T17:28:40.703607Z"
"Informatics Basics","The unit of electrical capacity is","247","1","2023-11-20T17:28:44.724779Z","241","3.608","2023-11-20T17:28:44.724779Z"
"Computer"," It is a passive electronic component","248","1","2023-11-20T17:28:50.100526Z","242","4.988","2023-11-20T17:28:50.100526Z"
"Computer"," The electronic component marked with a red circle in the diagram is","249","1","2023-11-20T17:28:53.366285Z","243","2.841","2023-11-20T17:28:53.366285Z"
"Computer"," The diagram included in the documentation for the motherboard shows that it is equipped","250","1","2023-11-20T17:28:55.773507Z","244","2.019","2023-11-20T17:28:55.773507Z"
"Computer"," The component is compatible with the presented controller","251","1","2023-11-20T17:28:59.009649Z","245","2.818","2023-11-20T17:28:59.009649Z"
"Computer"," Indicate the connector that should be used to properly connect the monitor to the central unit equipped with the ports required by the monitor.","252","1","2023-11-20T17:29:02.934561Z","246","3.47","2023-11-20T17:29:02.934561Z"
"Operating Systems or Administration"," Which tools are used in the Linux graphical environment to install software?","253","1","2023-11-20T17:29:05.208718Z","247","1.863","2023-11-20T17:29:05.208718Z"
"Operating Systems or Administration"," To prevent Windows from restarting during the user's work due to the installation of downloaded updates, Windows Update should be configured","254","1","2023-11-20T17:29:11.178002Z","248","5.593","2023-11-20T17:29:11.178002Z"
"Operating Systems or Administration"," After installing Linux Ubuntu next to Windows, to configure the display time of the systems selection menu, you can modify the file","255","1","2023-11-20T17:29:13.516046Z","249","1.918","2023-11-20T17:29:13.516046Z"
"Legal"," A license for banking system software, intended only for one of the banks operating in Poland, related to an agreement signed with a company producing the software, is a license","256","1","2023-11-20T17:29:19.724152Z","250","5.799","2023-11-20T17:29:19.724152Z"
"Computer Networks"," logical topology whose mechanism of operation is shown in the block diagram provided is a topology","257","1","2023-11-20T17:29:56.283226Z","251","36.166","2023-11-20T17:29:56.283226Z"
"Computer Networks"," Which abbreviation in a network logical diagram denotes an element of structured cabling defined as the point at which building backbone cables are terminated?","258","1","2023-11-20T17:29:58.145710Z","252","1.452","2023-11-20T17:29:58.146815Z"
"Others"," The tool presented is used for","259","1","2023-11-20T17:30:01.354701Z","253","2.867","2023-11-20T17:30:01.354701Z"
"Computer Networks"," What is the maximum number of host addresses that can be used in a subnet with IPv4 address 172.16.0.0/22?","260","1","2023-11-20T17:30:03.857929Z","254","2.152","2023-11-20T17:30:03.857929Z"
"Computer Networks"," Which entry is the simplified form of the IPv6 address: 2020:0dc8:0000:0001:0000:0000:0000:0001?","261","1","2023-11-20T17:30:06.398975Z","255","2.103","2023-11-20T17:30:06.398975Z"
"Computer Networks"," How many bits must be taken from the host part so that the network with IPv4 address 10.0.10.0/24 can be divided into 16 subnets?","262","1","2023-11-20T17:30:08.549953Z","256","1.759","2023-11-20T17:30:08.549953Z"
"Others"," The screenshot shows that the measurement was performed using a web browser","263","1","2023-11-20T17:30:15.354257Z","257","6.402","2023-11-20T17:30:15.354257Z"
"Computer Networks"," A second-layer network device of the OSI model, connecting network segments and filtering network traffic, in which connected networks can use different physical and logical link protocols, is","264","1","2023-11-20T17:30:16.958919Z","258","1.222","2023-11-20T17:30:16.958919Z"
"Operating Systems or Administration","To configure the headphones in Control Panel in Windows 10, use the applet","265","1","2023-11-20T17:30:19.598500Z","259","2.249","2023-11-20T17:30:19.598500Z"
"Peripherals"," The light-curing resin is a consumable material for the printer","266","1","2023-11-20T17:30:24.582996Z","260","4.551","2023-11-20T17:30:24.582996Z"
"Computer Networks"," Specify the type of message used in communication between an SNMP agent and an SNMP manager that allows the agent to notify the manager of important events.","267","1","2023-11-20T17:30:27.211281Z","261","2.24","2023-11-20T17:30:27.211281Z"
"Computer Networks"," A Linux program that allows you to collect real-time statistical information about network traffic is","268","1","2023-11-20T17:30:52.024593Z","262","13.989","2023-11-20T17:30:52.024593Z"
"Computer Networks"," Router# Entering configure terminal in the CISCO router CLI shown will result in","269","1","2023-11-20T17:30:53.832979Z","263","1.368","2023-11-20T17:30:53.832979Z"
"Computer"," To attach new heat sinks to the graphics card memory chips, if the old and faulty ones have been removed, you can use","270","1","2023-11-20T17:30:57.583361Z","264","3.341","2023-11-20T17:30:57.583361Z"
"Computer"," Can be used to organize cables inside the central unit","271","1","2023-11-20T17:31:00.973683Z","265","2.974","2023-11-20T17:31:00.973683Z"
"Operating Systems or Administration"," Indicate the Linux command that is used to extract files from the wazne_pliki.tar.bz2 archive","272","1","2023-11-20T17:31:02.949302Z","266","1.574","2023-11-20T17:31:02.949302Z"
"Operating Systems or Administration","Select a Windows 10 tool that, when used with File History, can recover a user's files or personal folders.","273","1","2023-11-20T17:31:06.231400Z","267","2.876","2023-11-20T17:31:06.231400Z"
"Operating Systems or Administration"," The system cannot start on a computer with Windows 10 installed. The Master Boot Record (MBR) has been corrupted. Repairing the fault without reinstalling the system is possible using the tool","274","1","2023-11-20T17:31:08.993433Z","268","2.383","2023-11-20T17:31:08.993433Z"
"Operating Systems or Administration"," /dev/sda: Timing cached reads: 18246 MB in 2.00 seconds = 9129.63 MB/sec To check the presented hard disk performance in Linux, use the command","275","1","2023-11-20T17:31:11.232274Z","269","1.849","2023-11-20T17:31:11.232274Z"
"Others"," The presented program is used for diagnostics","276","1","2023-11-20T17:31:14.682842Z","270","3.083","2023-11-20T17:31:14.682842Z"
"Others"," While repairing computer equipment, the service technician replaced the graphics card and power supply, installed and configured the printer, configured Outlook and made a backup copy of the client's private photos to a USB drive. Indicate the gross cost of the services provided by the service technician.","277","1","2023-11-20T17:31:24.882994Z","271","9.841","2023-11-20T17:31:24.882994Z"
"Operating Systems or Administration"," Using the sudo ifup eth0 command to configure the network interface on Linux will result","278","1","2023-11-20T17:31:27.297494Z","272","2.032","2023-11-20T17:31:27.297494Z"
"Operating Systems or Administration","You can use the command to edit configuration files on Linux","279","1","2023-11-20T17:31:29.682102Z","273","1.988","2023-11-20T17:31:29.682102Z"
"Operating Systems or Administration"," In Windows, you can configure the system boot options with the command","280","1","2023-11-20T17:31:31.640344Z","274","1.57","2023-11-20T17:31:31.640344Z"
"Operating Systems or Administration"," [SHARE] path = /home/share writable = yes create mode = 0770 directory mode = 0770 guest ok = no valid users = root The presented entry is placed at the end of the smb.conf file. The result of its operation when configuring services installed in Linux is","281","1","2023-11-20T17:31:33.516031Z","275","1.288","2023-11-20T17:31:33.516031Z"
"Operating Systems or Administration"," In Linux, the command is used to display all groups to which a user exam belongs","282","1","2023-11-20T17:31:34.928608Z","276","1.015","2023-11-20T17:31:34.928608Z"
"Operating Systems or Administration"," Changing the exam user password in Linux is possible with the command","283","1","2023-11-20T17:31:37.466128Z","277","2.172","2023-11-20T17:31:37.466128Z"
"Operating Systems or Administration"," The Windows command that forces a password change after the test user logs in is","284","1","2023-11-20T17:31:40.287588Z","278","2.469","2023-11-20T17:31:40.287588Z"
"Operating Systems or Administration"," The SN attribute appearing in the core.schema schema file in OpenLDAP means","285","1","2023-11-20T17:32:25.366962Z","279","44.72","2023-11-20T17:32:25.366962Z"
"Computer Networks"," The application layer communication protocol using standard port 443 is","286","1","2023-11-20T17:32:27.089863Z","280","1.342","2023-11-20T17:32:27.089863Z"
"Informatics Basics"," The number (AB)16 written in decimal has a value","287","1","2023-11-20T17:32:31.402389Z","281","3.97","2023-11-20T17:32:31.402389Z"
"Informatics Basics"," The unit of electrical resistance is","288","1","2023-11-20T17:32:34.549568Z","282","2.738","2023-11-20T17:32:34.549568Z"
"Informatics Basics","Which gate implements the symmetric difference operation?","289","1","2023-11-20T17:32:42.595826Z","283","7.626","2023-11-20T17:32:42.595826Z"
"Informatics Basics"," 𝒀 = (𝑨 + 𝑨�)(𝑨 + 𝑨�̅) The result of the presented logical function is the expression","290","1","2023-11-20T17:32:46.892172Z","284","3.9","2023-11-20T17:32:46.892172Z"
"Informatics Basics"," The ability to create electromagnetic flux through a circuit supplied with electricity is","291","1","2023-11-20T17:32:53.374894Z","285","6.108","2023-11-20T17:32:53.374894Z"
"Computer"," If the network card's download speed is 4 Mbps, a 2 MB file can be downloaded in minimal time.","292","1","2023-11-20T17:32:59.349562Z","286","5.596","2023-11-20T17:32:59.349562Z"
"Computer"," The power consumed by the power supply is equal to one watt if one joule of work is performed in one moment","293","1","2023-11-20T17:33:06.532728Z","287","6.814","2023-11-20T17:33:06.532728Z"
"Computer"," Which statement about GUID partition table (GPT) is true?","294","1","2023-11-20T17:33:11.379134Z","288","4.471","2023-11-20T17:33:11.379134Z"
"Operating Systems or Administration"," Indicate the name of the interface shown in the figure, used, among other things, to manage the operating system.","295","1","2023-11-20T17:33:17.350411Z","289","5.581","2023-11-20T17:33:17.350411Z"
"Operating Systems or Administration"," The native package manager for Ubuntu is","296","1","2023-11-20T17:33:19.432532Z","290","1.665","2023-11-20T17:33:19.432532Z"
"Legal"," Recyclable plastic waste left after computer repairs should be disposed of in color-coded containers","297","1","2023-11-20T17:33:24.765724Z","291","4.914","2023-11-20T17:33:24.765724Z"
