"Category","Question","annotation_id","annotator","created_at","id","lead_time","updated_at"
"Computer Networks","The diagram shows a network with a wireless decentralized structure called","298","1","2023-11-20T17:33:27.891309Z","292","2.786","2023-11-20T17:33:27.891309Z"
"Computer Networks"," Which abbreviation stands for personal computer network?","299","1","2023-11-20T17:33:30.876828Z","293","2.643","2023-11-20T17:33:30.876828Z"
"Computer Networks"," In the structured cabling diagram, one of the elements includes the word MDF. Which distribution point is this item associated with?","300","1","2023-11-20T17:33:38.055650Z","294","6.82","2023-11-20T17:33:38.055650Z"
"Computer Networks"," The computer network project includes information on the use of TCP and UDP protocols. At which layer of the ISO/OSI model are these protocols defined?","301","1","2023-11-20T17:33:40.533083Z","295","2.072","2023-11-20T17:33:40.533083Z"
"Computer Networks"," The Hub network device is called","302","1","2023-11-20T17:33:42.029044Z","296","1.136","2023-11-20T17:33:42.029044Z"
"Others"," The figure shows","303","1","2023-11-20T17:33:44.182822Z","297","1.76","2023-11-20T17:33:44.182822Z"
"Computer Networks"," A network cable whose plug at one end is made according to the 568A standard and at the other end according to the 568B standard is a cable","304","1","2023-11-20T17:33:47.142254Z","298","2.55","2023-11-20T17:33:47.142254Z"
"Computer Networks"," The IPv4 address range 224.0.0.0 ÷ 239.255.255.255 is intended for transmission","305","1","2023-11-20T17:33:48.611980Z","299","1.067","2023-11-20T17:33:48.611980Z"
"Computer Networks"," An IPv6 address is divided into eight blocks, each of size","306","1","2023-11-20T17:33:50.042245Z","300","1.022","2023-11-20T17:33:50.042245Z"
"Computer Networks"," How many equal subnets should the network with the IPv4 address 192.168.30.0/24 be divided into so that each of the newly created networks has exactly 30 host addresses to use?","307","1","2023-11-20T17:33:52.527349Z","301","2.073","2023-11-20T17:33:52.527349Z"
"Computer Networks"," The VLSM technique used in designing IPv4 addressing allows for:","308","1","2023-11-20T17:33:54.334670Z","302","1.383","2023-11-20T17:33:54.334670Z"
"Computer"," Which type of file allows you to record photos with a digital camera with the highest image fidelity and enables accurate processing of this file on a computer?","309","1","2023-11-20T17:34:05.734270Z","303","10.969","2023-11-20T17:34:05.734270Z"
"Computer","Malware used to record keystrokes pressed by the user of the operating system is","310","1","2023-11-20T17:34:08.759079Z","304","2.633","2023-11-20T17:34:08.759079Z"
"Computer Networks"," The presented areas of the computer network created after configuring the router are domains of the type","311","1","2023-11-20T17:34:13.694716Z","305","4.58","2023-11-20T17:34:13.694716Z"
"Computer Networks"," Identify the latest standard for data encryption in wireless networks.","312","1","2023-11-20T17:34:16.549870Z","306","2.471","2023-11-20T17:34:16.549870Z"
"Operating Systems or Administration"," What is the purpose of the /var partition in Linux?","313","1","2023-11-20T17:34:18.819626Z","307","1.864","2023-11-20T17:34:18.819626Z"
"Operating Systems or Administration"," During hibernation, which file does Windows use to store a copy of system memory on the hard drive?","314","1","2023-11-20T17:34:21.446527Z","308","2.218","2023-11-20T17:34:21.446527Z"
"Operating Systems or Administration"," On Linux, you can use the ps command with the parameter to list all running processes, not just those that you own.","315","1","2023-11-20T17:34:23.082943Z","309","1.227","2023-11-20T17:34:23.082943Z"
"Operating Systems or Administration"," To protect the contents of a computer running Windows, you can encrypt directories with the command","316","1","2023-11-20T17:34:25.116231Z","310","1.624","2023-11-20T17:34:25.116231Z"
"Operating Systems or Administration"," The image shows the GRUB menu. Which option should I configure in the grub file to default to Windows first?","317","1","2023-11-20T17:34:28.175628Z","311","2.627","2023-11-20T17:34:28.175628Z"
"Others","To increase the functionality of the web browser, e.g. with VPN support, you should install external libraries or named programs","318","1","2023-11-20T17:35:00.682270Z","312","32.032","2023-11-20T17:35:00.682270Z"
"Computer Networks"," Network address translation is abbreviated","319","1","2023-11-20T17:35:03.298820Z","313","2.174","2023-11-20T17:35:03.298820Z"
"Operating Systems or Administration"," On Windows, to change the FAT32 file system to NTFS, use the command","320","1","2023-11-20T17:35:05.382560Z","314","1.688","2023-11-20T17:35:05.382560Z"
"Operating Systems or Administration"," In Linux, to add the result of executing the dir command to the test.txt file without losing the data previously saved in it, use the following syntax","321","1","2023-11-20T17:35:08.065829Z","315","2.315","2023-11-20T17:35:08.065829Z"
"Operating Systems or Administration"," Which Linux command allows you to search a file for lines containing a specific string of characters?","322","1","2023-11-20T17:35:09.699356Z","316","1.238","2023-11-20T17:35:09.699356Z"
"Operating Systems or Administration"," It is Open Source software that serves as a web server on various system platforms, including Linux systems","323","1","2023-11-20T17:35:28.782466Z","317","18.684","2023-11-20T17:35:28.782466Z"
"Operating Systems or Administration"," An encrypted terminal connection to a remote computer on the local network is possible using a protocol","324","1","2023-11-20T17:35:35.234091Z","318","6.108","2023-11-20T17:35:35.234091Z"
"Computer Networks"," It is a tool for monitoring local computer networks","325","1","2023-11-20T17:35:39.622033Z","319","4.043","2023-11-20T17:35:39.622033Z"
"Others"," The image shown shows a fragment of the command result","326","1","2023-11-20T17:35:42.313013Z","320","2.343","2023-11-20T17:35:42.313013Z"
"Computer","Sequential circuits composed of a set of flip-flops, most often D-type synchronous, used for data storage, are","327","1","2023-11-20T17:35:46.717480Z","321","4.021","2023-11-20T17:35:46.717480Z"
"Computer"," The pulse transformer in the presented power supply is marked with the symbol","328","1","2023-11-20T17:35:48.582443Z","322","1.441","2023-11-20T17:35:48.582443Z"
"Computer"," On the presented motherboard it is possible to install a processor with a casing type","329","1","2023-11-20T17:35:50.332870Z","323","1.349","2023-11-20T17:35:50.332870Z"
"Computer"," Compatible components are marked with numbers in the table","330","1","2023-11-20T17:35:52.673592Z","324","1.944","2023-11-20T17:35:52.673592Z"
"Computer"," Before you start upgrading personal computers and servers by adding new RAM modules, you should check them","331","1","2023-11-20T17:35:54.705032Z","325","1.623","2023-11-20T17:35:54.705032Z"
"Operating Systems or Administration"," Programs can be used to update Linux systems","332","1","2023-11-20T17:35:56.926752Z","326","1.845","2023-11-20T17:35:56.926752Z"
"Computer"," To enable communication between your mobile device and your computer via Bluetooth, you must:","333","1","2023-11-20T17:35:59.982667Z","327","2.694","2023-11-20T17:35:59.982667Z"
"Legal"," Which license is a group license that allows commercial institutions or educational, governmental and charitable organizations to purchase more Microsoft software on favorable terms?","334","1","2023-11-20T17:36:04.781333Z","328","4.425","2023-11-20T17:36:04.781333Z"
"Computer Networks"," The physical topology of a network that uses radio waves as the transmission medium is called topology","335","1","2023-11-20T17:36:07.349641Z","329","2.164","2023-11-20T17:36:07.349641Z"
"Computer Networks"," Which Gigabit Ethernet standard allows the construction of network segments with a length of 550 m/5000 m with a transmission speed of 1 Gb/s?","336","1","2023-11-20T17:36:12.363228Z","330","4.614","2023-11-20T17:36:12.363228Z"
"Computer Networks","The control protocol of the TCP/IP family, whose role, among other things, is to detect failures of network devices, is","337","1","2023-11-20T17:36:14.664471Z","331","1.897","2023-11-20T17:36:14.664471Z"
"Computer Networks"," In order to use a PSTN telephone to make calls via a computer network, it must be connected to","338","1","2023-11-20T17:36:16.644006Z","332","1.547","2023-11-20T17:36:16.644006Z"
"Computer Networks"," Identify the tool used to fasten individual copper cable strands into connectors.","339","1","2023-11-20T17:36:18.866859Z","333","1.772","2023-11-20T17:36:18.866859Z"
"Computer Networks"," A test was performed using the Acrylic Wi-Fi Home program, the results of which are presented in the screenshot. Based on them, it can be concluded that a wireless network is available","340","1","2023-11-20T17:36:20.746595Z","334","1.494","2023-11-20T17:36:20.746595Z"
"Computer Networks"," Which IP address is class A?","341","1","2023-11-20T17:36:22.519402Z","335","1.363","2023-11-20T17:36:22.519402Z"
"Computer Networks"," Indicate the broadcast address of the network to which the host with the address 88.89.90.91/6 belongs?","342","1","2023-11-20T17:36:24.248199Z","336","1.368","2023-11-20T17:36:24.248199Z"
"Operating Systems or Administration"," To trace the route of packets to a website server in Windows, use the command","343","1","2023-11-20T17:36:25.785334Z","337","13.263","2023-11-20T17:36:42.249327Z"
"Computer"," In the diagram showing the principle of operation of a plasma monitor, the number 6 is marked","344","1","2023-11-20T17:36:48.859257Z","338","4.929","2023-11-20T17:36:48.859257Z"
"Computer"," The illustration shows the functions of the buttons on the multimedia projector housing with arrows. With these buttons you can","345","1","2023-11-20T17:36:56.166393Z","339","6.928","2023-11-20T17:36:56.166393Z"
"Computer Networks","The first step necessary to protect the router against access to its configuration panel by unauthorized persons is","346","1","2023-11-20T17:36:58.268819Z","340","1.674","2023-11-20T17:36:58.268819Z"
"Peripherals"," To clean dust from the inside of the photo printer case, use","347","1","2023-11-20T17:37:03.102198Z","341","4.41","2023-11-20T17:37:03.102198Z"
"Computer Networks"," Based on the screenshot showing the switch configuration, it can be concluded that","348","1","2023-11-20T17:37:05.516382Z","342","2.027","2023-11-20T17:37:05.516382Z"
"Computer Networks"," The commands shown, when run in the CLI of a CISCO router, will result in:","349","1","2023-11-20T17:37:07.351896Z","343","1.439","2023-11-20T17:37:07.351896Z"
"Computer Networks"," The diagram shows the principle of operation of a VPN network called","350","1","2023-11-20T17:37:09.034667Z","344","1.272","2023-11-20T17:37:09.034667Z"
"Others"," The presented tool can be used for","351","1","2023-11-20T17:37:11.242490Z","345","1.786","2023-11-20T17:37:11.242490Z"
"Operating Systems or Administration"," Indicate the Linux program used to compress data.","352","1","2023-11-20T17:37:14.132376Z","346","2.49","2023-11-20T17:37:14.132376Z"
"Computer"," Indicate the signal indicating an error in the graphics card of a computer equipped with AWARD BIOS POST.","353","1","2023-11-20T17:37:16.427797Z","347","1.937","2023-11-20T17:37:16.427797Z"
"Computer"," After checking the computer with a diagnostic program, it was detected that the operating temperature of the graphics card with HDMI and D-SUB outputs, embedded in the PCI Express slot of the desktop computer, is 87°C. In this case, the service technician should","354","1","2023-11-20T17:37:18.306444Z","348","1.526","2023-11-20T17:37:18.306444Z"
"Computer"," SuperPi is the program used to check","447","1","2023-11-20T17:46:37.215518Z","349","24.619999999999997","2023-11-20T17:46:53.298429Z"
"Operating Systems or Administration","Recovering the contact list on a mobile phone with Android installed is possible if the user has previously synchronized the device's data with Google Drive using","356","1","2023-11-20T17:37:36.772460Z","350","10.579","2023-11-20T17:37:36.772460Z"
"Computer"," To eliminate the basic threats related to the security of working on a computer connected to the Internet, you should first:","357","1","2023-11-20T17:37:43.517429Z","351","6.347","2023-11-20T17:37:43.517429Z"
"Others"," As part of the order, the service technician performed the activities listed in the table. The cost of the order includes the price of the services included in the table and the cost of the service technician's work, whose hourly rate is PLN 60.00 net. Determine the total gross cost of the order. The VAT rate for services is 23%.","358","1","2023-11-20T17:37:46.055043Z","352","2.148","2023-11-20T17:37:46.055043Z"
"Operating Systems or Administration"," To change the configuration parameters of the Start Menu and taskbar in Windows, you must use the snap-in","359","1","2023-11-20T17:37:48.686713Z","353","2.191","2023-11-20T17:37:48.686713Z"
"Operating Systems or Administration"," Network interface configuration in Linux can be done by editing the file","360","1","2023-11-20T17:37:53.743068Z","354","4.682","2023-11-20T17:37:53.743068Z"
"Operating Systems or Administration"," In Linux, the touch command is used for","361","1","2023-11-20T17:37:55.264251Z","355","1.1","2023-11-20T17:37:55.264251Z"
"Computer Networks","To reserve IP addresses based on the physical MAC addresses of devices in Windows Server, you must configure the service","362","1","2023-11-20T17:37:56.775427Z","356","1.127","2023-11-20T17:37:56.775427Z"
"Operating Systems or Administration"," net accounts /MINPWLEN:11 After issuing the shown Windows command, the value 11 will be set to","363","1","2023-11-20T17:37:59.182534Z","357","1.971","2023-11-20T17:37:59.182534Z"
"Operating Systems or Administration"," The RDP protocol is used in the service","364","1","2023-11-20T17:38:02.296273Z","358","2.727","2023-11-20T17:38:02.296273Z"
"Operating Systems or Administration"," The Windows tool for checking login attempts is the log","365","1","2023-11-20T17:38:03.758480Z","359","1.034","2023-11-20T17:38:03.758480Z"
"Operating Systems or Administration"," The fsck program is used in Linux for","366","1","2023-11-20T17:38:05.409489Z","360","1.279","2023-11-20T17:38:05.409489Z"
"Informatics Basics"," Which binary notation corresponds to the number 91 written in hexadecimal?","367","1","2023-11-20T17:38:08.934673Z","361","3.069","2023-11-20T17:38:08.934673Z"
"Informatics Basics"," Which logic gate does the expression describe?","368","1","2023-11-20T17:38:11.185001Z","362","1.839","2023-11-20T17:38:11.185001Z"
"Others"," The picture shows the card","369","1","2023-11-20T17:38:13.466523Z","363","1.85","2023-11-20T17:38:13.466523Z"
"Others"," The figure shows a block diagram","370","1","2023-11-20T17:38:15.207377Z","364","66.684","2023-11-20T17:46:00.986326Z"
"Computer"," The drawing shows a fragment of the technical documentation of the GA-K8NF-9-RH rev. motherboard. 2.x. It shows that the maximum number of expansion cards that can be installed (excluding the USB interface) is","371","1","2023-11-20T17:39:26.817315Z","365","2.709","2023-11-20T17:39:26.817315Z"
"Computer","The figure shows the rear panel of the workstation. The port is marked with an arrow","372","1","2023-11-20T17:39:29.781659Z","366","2.513","2023-11-20T17:39:29.781659Z"
"Others"," The figure shows the system message. What action should the user take to resolve the error?","373","1","2023-11-20T17:39:36.318370Z","367","6.118","2023-11-20T17:39:36.318370Z"
"Legal"," Shareware is a type of license consisting in","374","1","2023-11-20T17:39:38.747951Z","368","2.035","2023-11-20T17:39:38.747951Z"
"Computer"," Attacks on computer systems involving the insidious extortion of personal data from the user, usually using false notifications from institutions or e-payment system providers and other generally known organizations, are","375","1","2023-11-20T17:39:41.646545Z","369","2.509","2023-11-20T17:39:41.646545Z"
"Legal"," Which symbol indicates a copyright notice?","376","1","2023-11-20T17:39:43.955403Z","370","1.896","2023-11-20T17:39:43.955403Z"
"Computer Networks"," Which type of physical computer network topology is shown in the figure?","377","1","2023-11-20T17:39:58.211065Z","371","13.827","2023-11-20T17:39:58.211065Z"
"Computer Networks"," How many collision and broadcast domains are visible in the diagram?","378","1","2023-11-20T17:39:59.674376Z","372","1.074","2023-11-20T17:39:59.674376Z"
"Legal"," The principles of building a structured cabling system, specification of cable parameters and testing procedures applicable in Poland are included in the standards","379","1","2023-11-20T17:40:03.699775Z","373","3.612","2023-11-20T17:40:03.699775Z"
"Computer Networks"," Which IPv6 address is correct?","380","1","2023-11-20T17:40:05.235760Z","374","1.083","2023-11-20T17:40:05.235760Z"
"Computer Networks"," Which of the protocols in Linux operating systems is used in LANs?","381","1","2023-11-20T17:40:08.184834Z","375","10.289","2023-11-20T17:40:18.150266Z"
"Others"," The device shown in the figure","382","1","2023-11-20T17:40:23.338481Z","376","2.144","2023-11-20T17:40:23.338481Z"
"Computer Networks","Which device used in a computer network does not change the number of collision domains?","383","1","2023-11-20T17:40:25.649312Z","377","1.884","2023-11-20T17:40:25.649312Z"
"Computer Networks"," The illustration shows the cable termination","384","1","2023-11-20T17:40:49.877890Z","378","23.757","2023-11-20T17:40:49.877890Z"
"Others"," The technical specifications of the device include","385","1","2023-11-20T17:40:53.766050Z","379","3.447","2023-11-20T17:40:53.766050Z"
"Computer Networks"," Which Access Point operating mode is used to provide wireless devices with access to a wired LAN?","386","1","2023-11-20T17:40:55.450142Z","380","1.324","2023-11-20T17:40:55.450142Z"
"Computer Networks"," If the IP address of the workstation is 176.16.50.10/26, the broadcast address and the maximum number of hosts in the network are respectively","387","1","2023-11-20T17:40:56.876605Z","381","0.97","2023-11-20T17:40:56.876605Z"
"Computer Networks"," The network in which the workstation with the IP address 192.168.100.50/28 operates is divided into 4 subnets. The correct subnet list is","388","1","2023-11-20T17:40:58.296648Z","382","0.964","2023-11-20T17:40:58.296648Z"
"Computer Networks"," The figure shows the result of the wiring test. Interpret the measurement result.","389","1","2023-11-20T17:41:01.783454Z","383","3.065","2023-11-20T17:41:01.783454Z"
"Computer Networks"," The figure shows a fragment of the result of the network testing program. This indicates the use of a network test command","390","1","2023-11-20T17:41:03.683055Z","384","1.473","2023-11-20T17:41:03.683055Z"
"Computer Networks"," Which protocols transmit periodic copies of the routing tables to a neighboring router and do not have complete information about distant routers?","391","1","2023-11-20T17:41:05.697229Z","385","1.602","2023-11-20T17:41:05.697229Z"
"Computer"," Optical resolution is one of the parameters","392","1","2023-11-20T17:41:11.125168Z","386","5.014","2023-11-20T17:41:11.125168Z"
"Computer"," The figure shows the computer interface intended for connection","393","1","2023-11-20T17:41:15.532436Z","387","8.236","2023-11-20T17:41:22.203176Z"
"Computer","Which software should I install to be able to scan text from a printed document into a word processor?","394","1","2023-11-20T17:41:32.149536Z","388","8.816","2023-11-20T17:41:32.149536Z"
"Operating Systems or Administration"," Users in the Employee group cannot print documents using a print server on a Windows Server operating system. They are only assigned ""Document Management"" permissions. What should I do to solve the problem described?","395","1","2023-11-20T17:41:36.466926Z","389","3.899","2023-11-20T17:41:36.466926Z"
"Peripherals"," In the drawing showing the construction of a printer in which toner is fed unevenly to the drum, the magnetic roller, marked with number 2, should be replaced.","396","1","2023-11-20T17:41:41.099865Z","390","4.223","2023-11-20T17:41:41.099865Z"
"Computer Networks"," Which protocol operates at the application layer of the ISO/OSI model to enable the exchange of control information between network devices?","397","1","2023-11-20T17:41:43.123900Z","391","1.617","2023-11-20T17:41:43.123900Z"
"Computer Networks"," The figure shows the device configuration. To which ports should the server with the IP address 192.168.20.254/24 and the workstation with the IP address 192.168.20.10/24 be connected to ensure communication between these devices on the network?","398","1","2023-11-20T17:41:44.616424Z","392","1.09","2023-11-20T17:41:44.616424Z"
"Others","The figure shows the configuration of the device, which shows that:","399","1","2023-11-20T17:41:46.764320Z","393","1.692","2023-11-20T17:41:46.765321Z"
"Computer Networks"," The figure shows the router configuration window. The set parameters prove that","400","1","2023-11-20T17:41:49.166408Z","394","1.962","2023-11-20T17:41:49.166408Z"
"Computer Networks"," Which type of WiFi security has the best level of security?","401","1","2023-11-20T17:41:51.299632Z","395","1.649","2023-11-20T17:41:51.299632Z"
"Computer"," If the POST procedure reports a CMOS read/write error when starting the computer, you should do so","402","1","2023-11-20T17:41:53.945820Z","396","2.253","2023-11-20T17:41:53.945820Z"
"Operating Systems or Administration"," Which command should root use on Ubuntu Linux to update all packages (entire system) to the new version along with the new kernel?","403","1","2023-11-20T17:41:56.367759Z","397","2.007","2023-11-20T17:41:56.367759Z"
"Operating Systems or Administration"," Which Linux command will grant write permissions to all objects in /usr/share to all users without changing other permissions?","404","1","2023-11-20T17:41:58.103754Z","398","1.33","2023-11-20T17:41:58.103754Z"
"Operating Systems or Administration"," special folder named exam has been shared on the local network as a share, located on the computer named SERVER_2 in the root directory of the C:\ drive. What should the access path to the exam directory look like, where the home folder for the user account with a specific login is stored?","405","1","2023-11-20T17:42:01.026678Z","399","2.541","2023-11-20T17:42:01.026678Z"
"Operating Systems or Administration"," To make the profile mandatory, change the extension of the ntuser.dat file to","406","1","2023-11-20T17:42:03.425677Z","400","2.009","2023-11-20T17:42:03.425677Z"
"Computer"," The electronic component shown in the figure is","407","1","2023-11-20T17:42:05.976371Z","401","2.144","2023-11-20T17:42:05.976371Z"
"Computer"," In technical documentation, the efficiency of a speaker connected to a computer is recorded in a unit","408","1","2023-11-20T17:42:11.141153Z","402","4.752","2023-11-20T17:42:11.142156Z"
"Computer"," The DC powered device bears the marking shown. It shows that the device consumes power of approx","409","1","2023-11-20T17:42:18.574968Z","403","7.047","2023-11-20T17:42:18.574968Z"
"Computer"," The LGA socket on the motherboard of a desktop computer allows you to install a processor","410","1","2023-11-20T17:42:20.638477Z","404","1.658","2023-11-20T17:42:20.638477Z"
"Computer Networks"," In order for the server to enable data transmission in the 2.4 GHz and 5 GHz frequency bands, a network card operating in the 2.4 GHz and 5 GHz frequency bands must be installed in it.","411","1","2023-11-20T17:42:25.684506Z","405","4.629","2023-11-20T17:42:25.684506Z"
"Operating Systems or Administration","The manager is used to install and uninstall software in Ubuntu","412","1","2023-11-20T17:42:27.616033Z","406","1.51","2023-11-20T17:42:27.616033Z"
"Operating Systems or Administration"," By issuing the convert command on the Windows Server command line, you can do this","413","1","2023-11-20T17:42:30.417069Z","407","2.36","2023-11-20T17:42:30.417069Z"
"Operating Systems or Administration"," To update Windows operating system configuration changes made using the Group Policy Editor, you can use the command","414","1","2023-11-20T17:42:31.941621Z","408","1.074","2023-11-20T17:42:31.941621Z"
"Computer Networks"," The network topology shown in the figure is","415","1","2023-11-20T17:42:33.900261Z","409","1.552","2023-11-20T17:42:33.900261Z"
"Computer Networks"," The fiber optic link used for data transmission in the 10GBASE-SR standard can have a maximum length of","416","1","2023-11-20T17:42:35.667039Z","410","1.374","2023-11-20T17:42:35.667039Z"
"Computer Networks"," Which protocol is used for data transmission in the transport layer of the ISO/OSI model?","417","1","2023-11-20T17:42:37.139894Z","411","1.03","2023-11-20T17:42:37.140807Z"
"Computer Networks"," Measuring the attenuation in the cable transmission path allows you to determine","418","1","2023-11-20T17:42:44.869756Z","412","7.321","2023-11-20T17:42:44.869756Z"
"Computer Networks"," The equivalent of a loopback address in IPv6 is an address","419","1","2023-11-20T17:42:46.683613Z","413","1.424","2023-11-20T17:42:46.683613Z"
"Computer Networks"," Which IPv4 address and mask is incorrect?","420","1","2023-11-20T17:42:48.333854Z","414","1.185","2023-11-20T17:42:48.333854Z"
"Computer Networks"," The given network has the address 172.16.0.0/16. Which of the 172.16.0.0/16 network addresses are correct if four 18-bit subnets are separated?","421","1","2023-11-20T17:42:49.991372Z","415","1.177","2023-11-20T17:42:49.991372Z"
"Computer","The LAN administrator noticed that the UPS device had entered emergency mode. This indicates a system failure","422","1","2023-11-20T17:42:56.559537Z","416","6.118","2023-11-20T17:42:56.559537Z"
"Computer Networks"," Broadband Internet access at various download and upload speeds is provided by technology","423","1","2023-11-20T17:42:59.541334Z","417","2.534","2023-11-20T17:42:59.541334Z"
"Computer Networks"," The internal routing protocol whose metric is the distance vector is","424","1","2023-11-20T17:43:00.962136Z","418","1.067","2023-11-20T17:43:00.962136Z"
"Computer Networks"," What is the name of the identifier that must be identical for network devices to work in a given wireless network?","425","1","2023-11-20T17:43:02.850025Z","419","1.438","2023-11-20T17:43:02.850025Z"
"Peripherals"," The consumable material of the solvent plotter is:","426","1","2023-11-20T17:43:05.542557Z","420","2.276","2023-11-20T17:43:05.542557Z"
"Operating Systems or Administration"," You can perform network device maintenance by using the ipconfig /flushdns command","427","1","2023-11-20T17:43:07.884659Z","421","1.901","2023-11-20T17:43:07.884659Z"
"Operating Systems or Administration"," Which protocol is used by the ping command?","428","1","2023-11-20T17:43:11.242852Z","422","2.944","2023-11-20T17:43:11.242852Z"
"Computer"," A listening program used to capture and record various network packets and decode them","429","1","2023-11-20T17:43:17.860446Z","423","6.223","2023-11-20T17:43:17.860446Z"
"Others"," The presented listing contains enabling commands","430","1","2023-11-20T17:43:22.386787Z","424","4.055","2023-11-20T17:43:22.386787Z"
"Operating Systems or Administration"," The presented fragment of the firewall configuration allows network traffic using protocols","431","1","2023-11-20T17:43:25.477877Z","425","2.683","2023-11-20T17:43:25.477877Z"
"Others"," The tool shown in the figure is used for testing","432","1","2023-11-20T17:43:27.482612Z","426","1.569","2023-11-20T17:43:27.482612Z"
"Operating Systems or Administration"," A copy of data in Linux can be made using the command","433","1","2023-11-20T17:43:29.493693Z","427","1.531","2023-11-20T17:43:29.493693Z"
"Operating Systems or Administration","In Linux, the equivalent of a Windows program called chkdsk is chkdsk","434","1","2023-11-20T17:43:31.457124Z","428","1.558","2023-11-20T17:43:31.457124Z"
"Operating Systems or Administration"," Using the dxdiag command invoked from the Windows command line you can","435","1","2023-11-20T17:43:33.193982Z","429","1.318","2023-11-20T17:43:33.193982Z"
"Operating Systems or Administration"," Which tool is used to verify drivers in Windows?","436","1","2023-11-20T17:43:35.532738Z","430","3.557","2023-11-20T17:43:39.750514Z"
"Operating Systems or Administration"," net user Test /expires:12/09/20 Indicate the effect of the presented command.","437","1","2023-11-20T17:43:46.184810Z","431","5.043","2023-11-20T17:43:46.184810Z"
"Operating Systems or Administration"," A Linux operating system user wants to assign the IP address 152.168.1.200 255.255.0.0 to a network interface. Which command should he issue as root?","438","1","2023-11-20T17:43:48.050008Z","432","1.428","2023-11-20T17:43:48.050008Z"
"Computer Networks"," route add 192.168.35.0 MASK 255.255.255.0 192.168.0.2 As a result of using the route command, the","439","1","2023-11-20T17:43:49.666739Z","433","1.182","2023-11-20T17:43:49.666739Z"
"Operating Systems or Administration"," You can check the minimum password validity period in Windows using the command","440","1","2023-11-20T17:43:52.292295Z","434","2.169","2023-11-20T17:43:52.292295Z"
"Operating Systems or Administration"," On Linux, the chmod command allows you to do this","441","1","2023-11-20T17:43:53.782653Z","435","1.105","2023-11-20T17:43:53.782653Z"
"Operating Systems or Administration"," To complete the correct syntax of the presented command, which provides a Data folder under the name test, replace the dots with the word net ... test=C:\Dane","442","1","2023-11-20T17:43:55.816639Z","436","1.57","2023-11-20T17:43:55.816639Z"
"Computer Networks","subnet 176.16.20.0 netmask 255.255.255.0 { range 176.16.20.50 176.16.20.250; ... host main { fixed-address 176.16.20.100; hardware ethernet 39:12:86:07:55:00; } } Which of the following statements is true for the presented configuration of the DHCP service in Linux?","443","1","2023-11-20T17:43:57.642969Z","437","1.445","2023-11-20T17:43:57.642969Z"
"Operating Systems or Administration"," For a given user on Linux, the usermod -s command allows you to","444","1","2023-11-20T17:43:59.392260Z","438","1.287","2023-11-20T17:43:59.392260Z"
"Computer Networks"," Which protocol does not function at the application layer of the ISO/OSI model?","445","1","2023-11-20T17:44:02.139837Z","439","2.349","2023-11-20T17:44:02.139837Z"
"Computer Networks"," The protocol that allows hosts to obtain configuration data from a server, such as the IP address of a network gateway, is","446","1","2023-11-20T17:44:06.091714Z","440","33.382","2023-11-20T17:47:08.346925Z"
